xpath,module,type,enum,kind,description,default,platforms
 4 ipv6-slaac-prefix,^,,,c,,,B
 4 ipv6-slaac-prefix-pool,^,,,c,,,B
 4 ipv6-wan-address-pool,^,,,c,,,B
 4 link-address,^,,,c,,,B
 4 match-radius-proxy-cache,^,,,c,,,B
 5 fail-action,^,,,c,,,B
 5 mac-format,^,,,c,,,B
 5 match,^,,,c,,,B
 5 server,^,,,c,,,B
 4 mld-parameters,^,,,c,,,B
 5 import,^,,,c,,,B
 4 msap-defaults,^,,,c,,,B
 5 group-interface,^,,,c,,,B
 5 policy,^,,,c,,,B
 5 service,^,,,c,,,B
 4 options,^,,,c,,,B
 5 custom-option,^,,,c,,,B
 5 default-router,^,,,c,,,B
 5 dns-server,^,,,c,,,B
 5 domain-name,^,,,c,,,B
 5 lease-rebind-time,^,,,c,,,B
 5 lease-renew-time,^,,,c,,,B
 5 lease-time,^,,,c,,,B
 5 netbios-name-server,^,,,c,,,B
 5 netbios-node-type,^,,,c,,,B
 5 subnet-mask,^,,,c,,,B
 4 options6,^,,,c,,,B
 5 boot-file-param,^,,,c,,,B
 5 boot-file-url,^,,,c,,,B
 5 dns-server,^,,,c,,,B
 4 retail-service-id,^,,,c,,,B
 4 rip-policy,^,,,c,,,B
 4 router-advertisement-policy,^,,,c,,,B
 4 server,^,,,c,,,B
 4 server6,^,,,c,,,B
 4 shutdown,^,,,c,,,B
 4 to-client-options,^,,,c,,,B
 5 ipv4,^,,,c,,,B
 6 option,^,,,c,,,B
 5 ipv6,^,,,c,,,B
 6 option,^,,,c,,,B
 4 to-server-options,^,,,c,,,B
 5 ipv6,^,,,c,,,B
 6 option,^,,,c,,,B
 4 wpp,^,,,c,,,B
 5 initial-app-profile,^,,,c,,,B
 5 initial-sla-profile,^,,,c,,,B
 5 initial-sub-profile,^,,,c,,,B
 5 portal,^,,,c,,,B
 5 portal-group,^,,,c,,,B
 5 restore-disconnected,^,,,c,,,B
 3 mask,^,,,c,,,B
 3 match-list,^,,,c,,,B
 2 ppp,^,,,c,,,B
 3 host,^,,,c,,,B
 4 access-loop-encapsulation,^,,,c,,,I
 5 encap-offset,^,,,c,,,I
 5 rate-down,^,,,c,,,I
 4 access-loop-information,^,,,c,,,B
 5 circuit-id,^,,,c,,,B
 5 remote-id,^,,,c,,,B
 4 acct-policy,^,,,c,,,B
 4 address,^,,,c,,,B
 4 auth-policy,^,,,c,,,B
 4 diameter-application-policy,^,,,c,,,B
 4 diameter-auth-policy,^,,,c,,,B
 4 force-ipv6cp,^,,,c,,,B
 4 host-identification,^,,,c,,,B
 5 circuit-id,^,,,c,,,B
 5 derived-id,^,,,c,,,B
 5 encap-tag-range,^,,,c,,,B
 5 encap-tag-separate-range,^,,,c,,,B
 5 mac,^,,,c,,,B
 5 remote-id,^,,,c,,,B
 5 sap-id,^,,,c,,,B
 5 service-name,^,,,c,,,B
 5 username,^,,,c,,,B
 4 identification-strings,^,,,c,,,B
 5 ancp-string,^,,,c,,,B
 5 app-profile-string,^,,,c,,,D
 5 category-map-name,^,,,c,,,B
 5 inter-dest-id,^,,,c,,,B
 5 sla-profile-string,^,,,c,,,B
 5 spi-sharing-group-id,^,,,c,,,B
 5 sub-profile-string,^,,,c,,,B
 5 subscriber-id,^,,,c,,,B
 4 ignore-df-bit,^,,,c,,,B
 4 interface,^,,,c,,,B
 4 ipv6-address,^,,,c,,,B
 4 ipv6-delegated-prefix,^,,,c,,,B
 4 ipv6-delegated-prefix-length,^,,,c,,,B
 4 ipv6-delegated-prefix-pool,^,,,c,,,B
 4 ipv6-lease-times,^,,,c,,,B
 5 preferred-lifetime,^,,,c,,,B
 5 rebind-timer,^,,,c,,,B
 5 renew-timer,^,,,c,,,B
 5 valid-lifetime,^,,,c,,,B
 4 ipv6-slaac-prefix,^,,,c,,,B
 4 ipv6-slaac-prefix-pool,^,,,c,,,B
 4 ipv6-wan-address-pool,^,,,c,,,B
 4 l2tp,^,,,c,,,B
 5 group,^,,,c,,,B
 4 mld-parameters,^,,,c,,,B
 5 import,^,,,c,,,B
 4 msap-defaults,^,,,c,,,B
 5 group-interface,^,,,c,,,B
 5 policy,^,,,c,,,B
 5 service,^,,,c,,,B
 4 options,^,,,c,,,B
 5 custom-option,^,,,c,,,B
 5 dns-server,^,,,c,,,B
 5 netbios-name-server,^,,,c,,,B
 4 options6,^,,,c,,,B
 5 dns-server,^,,,c,,,B
 4 padi-auth-policy,^,,,c,,,B
 4 pado-delay,^,,,c,,,B
 4 password,^,,,c,,,B
 4 ppp-policy-parameters,^,,,c,,,B
 5 keepalive,^,,,c,,,B
 5 max-sessions-per-mac,^,,,c,,,B
 4 pre-auth-policy,^,,,c,,,B
 4 retail-service-id,^,,,c,,,B
 4 rip-policy,^,,,c,,,B
 4 router-advertisement-policy,^,,,c,,,B
 4 shutdown,^,,,c,,,B
 4 steering-profile,^,,,c,,,B
 4 to-client-options,^,,,c,,,B
 5 ipv6,^,,,c,,,B
 6 option,^,,,c,,,B
 4 user-db,^,,,c,,,B
 3 mask,^,,,c,,,B
 3 match-list,^,,,c,,,B
 2 shutdown,^,,,c,,,B
  mld-policy,^,,,c,,,B
 2 description,^,,,c,,,B
 2 disable-router-alert-check,^,,,c,,,B
 2 egress-rate-modify,^,,,c,,,B
 2 fast-leave,^,,,c,,,B
 2 import,^,,,c,,,B
 2 max-num-groups,^,,,c,,,B
 2 max-num-grp-sources,^,,,c,,,B
 2 max-num-sources,^,,,c,,,B
 2 per-host-replication,^,,,c,,,B
 2 per-spi-replication,^,,,c,,,B
 2 query-interval,^,,,c,,,B
 2 query-last-listener-interval,^,,,c,,,B
 2 query-response-interval,^,,,c,,,B
 2 redirection-policy,^,,,c,,,B
 2 static,^,,,c,,,B
 3 group,^,,,c,,,B
 4 source,^,,,c,,,B
 4 starg,^,,,c,,,B
 2 version,^,,,c,,,B
  msap-policy,^,,,c,,,B
 2 cpu-protection,^,,,c,,,o
 2 description,^,,,c,,,B
 2 dist-cpu-protection,^,,,c,,,B
 2 ies-vprn-only-sap-parameters,^,,,c,,,B
 3 anti-spoof,^,,,c,,,B
 3 egress,^,,,c,,,B
 4 qos,^,,,c,,,B
 3 ingress,^,,,c,,,B
 4 qos,^,,,c,,,B
 2 igmp-host-tracking,^,,,c,,,B
 3 expiry-time,^,,,c,,,B
 3 import,^,,,c,,,B
 3 max-num-groups,^,,,c,,,B
 3 max-num-grp-sources,^,,,c,,,B
 3 max-num-sources,^,,,c,,,B
 2 lag-link-map-profile,^,,,c,,,B
 2 sticky-msaps,^,,,c,,,B
 2 sub-sla-mgmt,^,,,c,,,B
 3 def-app-profile,^,,,c,,,D
 3 def-inter-dest-id,^,,,c,,,B
 3 def-sla-profile,^,,,c,,,B
 3 def-sub-id,^,,,c,,,B
 3 def-sub-profile,^,,,c,,,B
 3 multi-sub-sap,^,,,c,,,B
 3 single-sub-parameters,^,,,c,,,B
 4 non-sub-traffic,^,,,c,,,B
 4 profiled-traffic-only,^,,,c,,,B
 3 sub-ident-policy,^,,,c,,,B
 2 vpls-only-sap-parameters,^,,,c,,,B
 3 arp-host,^,,,c,,,B
 4 host-limit,^,,,c,,,B
 4 min-auth-interval,^,,,c,,,B
 3 arp-reply-agent,^,,,c,,,B
 3 dhcp,^,,,c,,,B
 4 lease-populate,^,,,c,,,B
 4 option,^,,,c,,,B
 5 action,^,,,c,,,B
 5 circuit-id,^,,,c,,,B
 5 remote-id,^,,,c,,,B
 5 vendor-specific-option,^,,,c,,,B
 6 client-mac-address,^,,,c,,,B
 6 sap-id,^,,,c,,,B
 6 service-id,^,,,c,,,B
 6 string,^,,,c,,,B
 6 system-id,^,,,c,,,B
 4 proxy-server,^,,,c,,,B
 5 emulated-server,^,,,c,,,B
 5 lease-time,^,,,c,,,B
 5 shutdown,^,,,c,,,B
 3 egress,^,,,c,,,B
 4 qos,^,,,c,,,B
 3 igmp-snooping,^,,,c,,,B
 4 fast-leave,^,,,c,,,B
 4 import,^,,,c,,,B
 4 last-member-query-interval,^,,,c,,,B
 4 max-num-groups,^,,,c,,,B
 4 mcac,^,,,c,,,B
 5 if-policy,^,,,c,,,B
 5 mc-constraints,^,,,c,,,B
 6 level,^,,,c,,,B
 6 number-down,^,,,c,,,B
 6 use-lag-port-weight,^,,,c,,,B
 5 policy,^,,,c,,,B
 5 unconstrained-bw,^,,,c,,,B
 4 mvr,^,,,c,,,B
 5 from-vpls,^,,,c,,,B
 4 query-interval,^,,,c,,,B
 4 query-response-interval,^,,,c,,,B
 4 robust-count,^,,,c,,,B
 4 send-queries,^,,,c,,,B
 4 version,^,,,c,,,B
 3 ingress,^,,,c,,,B
 4 qos,^,,,c,,,B
 3 mac-da-hashing,^,,,c,,,B
 3 split-horizon-group,^,,,c,,,B
  pfcp-association,^,,,c,,,B
 2 bfd-expedited-path-down,^,,,c,,,B
 2 default-calltrace-profile,^,,,c,,,B
 2 description,^,,,c,,,B
 2 heartbeat,^,,,c,,,B
 3 interval,^,,,c,,,B
 3 retries,^,,,c,,,B
 3 timeout,^,,,c,,,B
 2 interface,^,,,c,,,B
 2 nat,^,,,c,,,D
 3 nat-group,^,,,c,,,D
 2 node-id,^,,,c,,,B
 2 path-restoration-time,^,,,c,,,B
 2 peer,^,,,c,,,B
 2 peer-node-id,^,,,c,,,B
 2 python-policy,^,,,c,,,B
 2 release-timeout,^,,,c,,,B
 2 shutdown,^,,,c,,,B
 2 tx,^,,,c,,,B
 3 retries,^,,,c,,,B
 3 timeout,^,,,c,,,B
 3 ttl,^,,,c,,,B
  pim-policy,^,,,c,,,B
 2 description,^,,,c,,,B
  ppp-policy,^,,,c,,,B
 2 default-pap-password,^,,,c,,,B
 2 default-user-name,^,,,c,,,B
 2 description,^,,,c,,,B
 2 disable-cookies,^,,,c,,,B
 2 force-ppp-mtu-gt-1492,^,,,c,,,B
 2 ipcp-subnet-negotiation,^,,,c,,,B
 2 keepalive,^,,,c,,,B
 2 lcp-ignore-identifier,^,,,c,,,B
 2 lcp-ignore-magic-numbers,^,,,c,,,B
 2 max-sessions-per-cid,^,,,c,,,B
 2 max-sessions-per-mac,^,,,c,,,B
 2 mlppp,^,,,c,,,I
 3 accept-mrru,^,,,c,,,I
 3 endpoint,^,,,c,,,I
 3 short-sequence-numbers,^,,,c,,,I
 2 ncp-renegotiation,^,,,c,,,B
 2 pado-ac-name,^,,,c,,,B
 2 pado-delay,^,,,c,,,B
 2 ppp-authentication,^,,,c,,,B
 2 ppp-chap-challenge-length,^,,,c,,,B
 2 ppp-initial-delay,^,,,c,,,B
 2 ppp-mtu,^,,,c,,,B
 2 ppp-options,^,,,c,,,B
 3 custom-option,^,,,c,,,B
 2 re-establish-session,^,,,c,,,B
 2 reject-disabled-ncp,^,,,c,,,B
 2 reply-on-padt,^,,,c,,,B
 2 session-timeout,^,,,c,,,B
 2 sid-allocation,^,,,c,,,B
 2 unique-sid-per-sap,^,,,c,,,B
  pppoe-client-policy,^,,,c,,,B
 2 description,^,,,c,,,B
 2 keepalive,^,,,c,,,B
 2 mru,^,,,c,,,B
 2 mtu,^,,,c,,,B
 2 python-policy,^,,,c,,,B
 2 restart-backoff,^,,,c,,,B
 2 stack,^,,,c,,,B
  radius-accounting-policy,^,,,c,,,B
 2 acct-request-script-policy,^,,,c,,,B
 2 acct-tunnel-connection-fmt,^,,,c,,,B
 2 custom-record,^,,,c,,,B
 3 queue,^,,,c,,,B
 4 e-counters,^,,,c,,,B
 5 all,^,,,c,,,B
 5 in-profile-octets-discarded-count,^,,,c,,,B
 5 in-profile-octets-forwarded-count,^,,,c,,,B
 5 in-profile-packets-discarded-count,^,,,c,,,B
 5 in-profile-packets-forwarded-count,^,,,c,,,B
 5 out-profile-octets-discarded-count,^,,,c,,,B
 5 out-profile-octets-forwarded-count,^,,,c,,,B
 5 out-profile-packets-discarded-count,^,,,c,,,B
 5 out-profile-packets-forwarded-count,^,,,c,,,B
 4 i-counters,^,,,c,,,B
 5 all,^,,,c,,,B
 5 all-octets-offered-count,^,,,c,,,B
 5 all-packets-offered-count,^,,,c,,,B
 5 high-octets-discarded-count,^,,,c,,,B
 5 high-octets-offered-count,^,,,c,,,B
 5 high-packets-discarded-count,^,,,c,,,B
 5 high-packets-offered-count,^,,,c,,,B
 5 in-profile-octets-forwarded-count,^,,,c,,,B
 5 in-profile-packets-forwarded-count,^,,,c,,,B
 5 low-octets-discarded-count,^,,,c,,,B
 5 low-octets-offered-count,^,,,c,,,B
 5 low-packets-discarded-count,^,,,c,,,B
 5 low-packets-offered-count,^,,,c,,,B
 5 out-profile-octets-forwarded-count,^,,,c,,,B
 5 out-profile-packets-forwarded-count,^,,,c,,,B
 5 uncoloured-octets-offered-count,^,,,c,,,B
 5 uncoloured-packets-offered-count,^,,,c,,,B
 3 ref-queue,^,,,c,,,B
 4 e-counters,^,,,c,,,B
 5 all,^,,,c,,,B
 5 in-profile-octets-discarded-count,^,,,c,,,B
 5 in-profile-octets-forwarded-count,^,,,c,,,B
 5 in-profile-packets-discarded-count,^,,,c,,,B
 5 in-profile-packets-forwarded-count,^,,,c,,,B
 5 out-profile-octets-discarded-count,^,,,c,,,B
 5 out-profile-octets-forwarded-count,^,,,c,,,B
 5 out-profile-packets-discarded-count,^,,,c,,,B
 5 out-profile-packets-forwarded-count,^,,,c,,,B
 4 i-counters,^,,,c,,,B
 5 all,^,,,c,,,B
 5 all-octets-offered-count,^,,,c,,,B
 5 all-packets-offered-count,^,,,c,,,B
 5 high-octets-discarded-count,^,,,c,,,B
 5 high-octets-offered-count,^,,,c,,,B
 5 high-packets-discarded-count,^,,,c,,,B
 5 high-packets-offered-count,^,,,c,,,B
 5 in-profile-octets-forwarded-count,^,,,c,,,B
 5 in-profile-packets-forwarded-count,^,,,c,,,B
 5 low-octets-discarded-count,^,,,c,,,B
 5 low-octets-offered-count,^,,,c,,,B
 5 low-packets-discarded-count,^,,,c,,,B
 5 low-packets-offered-count,^,,,c,,,B
 5 out-profile-octets-forwarded-count,^,,,c,,,B
 5 out-profile-packets-forwarded-count,^,,,c,,,B
 5 uncoloured-octets-offered-count,^,,,c,,,B
 5 uncoloured-packets-offered-count,^,,,c,,,B
 3 significant-change,^,,,c,,,B
 2 delay-start-time,^,,,c,,,B
 2 description,^,,,c,,,B
 2 host-accounting,^,,,c,,,B
 2 include-radius-attribute,^,,,c,,,B
 3 access-loop-options,^,,,c,,,B
 3 acct-authentic,^,,,c,,,B
 3 acct-delay-time,^,,,c,,,B
 3 alc-acct-triggered-reason,^,,,c,,,B
 3 alc-error-code,^,,,c,,,B
 3 all-authorized-session-addresses,^,,,c,,,B
 3 apn,^,,,c,,,E
 3 bearer-fteid,^,,,c,,,E
 3 bonding-active-connections,^,,,c,,,D
 3 bonding-id,^,,,c,,,D
 3 brg-num-active-sessions,^,,,c,,,B
 3 called-station-id,^,,,c,,,B
 3 calling-station-id,^,,,c,,,B
 3 circuit-id,^,,,c,,,B
 3 delegated-ipv6-prefix,^,,,c,,,B
 3 detailed-acct-attributes,^,,,c,,,B
 3 dhcp-vendor-class-id,^,,,c,,,B
 3 firewall-info,^,,,c,,,B
 3 framed-interface-id,^,,,c,,,B
 3 framed-ip-addr,^,,,c,,,B
 3 framed-ip-netmask,^,,,c,,,B
 3 framed-ipv6-prefix,^,,,c,,,B
 3 framed-ipv6-route,^,,,c,,,B
 3 framed-route,^,,,c,,,B
 3 imei,^,,,c,,,E
 3 imsi,^,,,c,,,E
 3 ipv6-address,^,,,c,,,B
 3 lanext-bridge-id,^,,,c,,,E
 3 lanext-device-type,^,,,c,,,E
 3 lanext-route-distinguisher,^,,,c,,,E
 3 lanext-route-target,^,,,c,,,E
 3 lanext-vni,^,,,c,,,E
 3 mac-address,^,,,c,,,B
 3 msisdn,^,,,c,,,E
 3 nas-identifier,^,,,c,,,B
 3 nas-port,^,,,c,,,B
 3 nas-port-id,^,,,c,,,B
 3 nas-port-type,^,,,c,,,B
 3 nat-port-range,^,,,c,,,D
 3 remote-id,^,,,c,,,B
 3 sla-profile,^,,,c,,,B
 3 spi-sharing-id,^,,,c,,,B
 3 std-acct-attributes,^,,,c,,,B
 3 steering-profile,^,,,c,,,B
 3 sub-profile,^,,,c,,,B
 3 subscriber-id,^,,,c,,,B
 3 tunnel-client-attrs,^,,,c,,,B
 3 tunnel-server-attrs,^,,,c,,,B
 3 uli,^,,,c,,,E
 3 user-name,^,,,c,,,B
 3 v6-aggregate-stats,^,,,c,,,B
 3 wifi-num-attached-ues,^,,,c,,,B
 3 wifi-rssi,^,,,c,,,B
 3 wifi-ssid-vlan,^,,,c,,,E
 3 xconnect-tunnel-home-address,^,,,c,,,E
 2 mcs-interval,^,,,c,,,B
 2 queue-instance-accounting,^,,,c,,,B
 2 radius-accounting-server,^,,,c,,,B
 3 access-algorithm,^,,,c,,,B
 3 retry,^,,,c,,,B
 3 router,^,,,c,,,B
 3 server,^,,,c,,,B
 3 source-address,^,,,c,,,B
 3 timeout,^,,,c,,,B
 2 radius-server-policy,^,,,c,,,B
 2 session-accounting,^,,,c,,,B
 2 session-id-format,^,,,c,,,B
 2 triggered-updates,^,,,c,,,B
 3 gtp-change,^,,,c,,,E
 4 s1-release,^,,,c,,,E
 4 service-request,^,,,c,,,E
 4 teidc-change,^,,,c,,,E
 4 teidu-change,^,,,c,,,E
 4 uli-change,^,,,c,,,E
 2 update-interval,^,,,c,,,B
 2 update-interval-jitter,^,,,c,,,B
  rip-policy,^,,,c,,,B
 2 authentication-key,^,,,c,,,B
 2 authentication-type,^,,,c,,,B
 2 description,^,,,c,,,B
  router-advertisement-policy,^,,,c,,,B
 2 current-hop-limit,^,,,c,,,B
 2 dns-options,^,,,c,,,B
 3 include-dns,^,,,c,,,B
 3 rdnss-lifetime,^,,,c,,,B
 2 force-mcast,^,,,c,,,B
 2 managed-configuration,^,,,c,,,B
 2 max-advertisement,^,,,c,,,B
 2 min-advertisement,^,,,c,,,B
 2 mtu,^,,,c,,,B
 2 other-stateful-configuration,^,,,c,,,B
 2 prefix-options,^,,,c,,,B
 3 stateful,^,,,c,,,B
 4 auto-lifetimes,^,,,c,,,B
 4 on-link,^,,,c,,,B
 4 preferred-lifetime,^,,,c,,,B
 4 valid-lifetime,^,,,c,,,B
 3 stateless,^,,,c,,,B
 4 on-link,^,,,c,,,B
 4 preferred-lifetime,^,,,c,,,B
 4 valid-lifetime,^,,,c,,,B
 2 reachable-time,^,,,c,,,B
 2 retransmit-time,^,,,c,,,B
 2 router-lifetime,^,,,c,,,B
  sap-template,^,,,c,,,B
 2 cpu-protection,^,,,c,,,o
 2 description,^,,,c,,,B
 2 dist-cpu-protection,^,,,c,,,B
 2 hold-time,^,,,c,,,B
  shcv-policy,^,,,c,,,B
 2 description,^,,,c,,,B
 2 layer-3,^,,,c,,,B
 3 source-ip-origin,^,,,c,,,B
 3 unnumbered-source-ip,^,,,c,,,B
 2 periodic,^,,,c,,,B
 3 action,^,,,c,,,B
 3 interval,^,,,c,,,B
 3 retry-count,^,,,c,,,B
 3 shutdown,^,,,c,,,B
 3 timeout,^,,,c,,,B
 2 trigger,^,,,c,,,B
 3 retry-count,^,,,c,,,B
 3 shutdown,^,,,c,,,B
 3 timeout,^,,,c,,,B
 2 vpls,^,,,c,,,B
 3 source-ip,^,,,c,,,B
 3 source-mac,^,,,c,,,B
  sla-profile,^,,,c,,,B
 2 aggregate-qos-stats,^,,,c,,,B
 3 egress,^,,,c,,,B
 4 policers,^,,,c,,,B
 4 queues,^,,,c,,,B
 2 alternate-sla-profile,^,,,c,,,B
 2 category-map,^,,,c,,,B
 3 category,^,,,c,,,B
 4 idle-timeout,^,,,c,,,B
 4 idle-timeout-action,^,,,c,,,B
 2 control,^,,,c,,,B
 3 cups,^,,,c,,,B
 3 local,^,,,c,,,B
 2 credit-control-policy,^,,,c,,,B
 2 custom-statistics-group,^,,,c,,,B
 3 egress,^,,,c,,,B
 4 policers,^,,,c,,,B
 5 policer,^,,,c,,,B
 2 def-instance-sharing,^,,,c,,,B
 2 description,^,,,c,,,B
 2 egress,^,,,c,,,B
 3 bonding-selection,^,,,c,,,D
 4 rate-thresholds,^,,,c,,,D
 4 weight,^,,,c,,,D
 3 hs-agg-rate-limit,^,,,c,,,U
 3 ip-filter,^,,,c,,,B
 3 ipv6-filter,^,,,c,,,B
 3 qos,^,,,c,,,B
 4 hs-queue-stat-mode,^,,,c,,,U
 4 hs-wrr-group,^,,,c,,,U
 5 hs-class-weight,^,,,c,,,U
 5 rate,^,,,c,,,U
 4 policer,^,,,c,,,D
 5 cbs,^,,,c,,,D
 5 mbs,^,,,c,,,D
 5 packet-byte-offset,^,,,c,,,D
 5 rate,^,,,c,,,D
 5 stat-mode,^,,,c,,,D
 4 queue,^,,,c,,,B
 5 avg-frame-overhead,^,,,c,,,B
 5 cbs,^,,,c,,,B
 5 high-prio-only,^,,,c,,,B
 5 hs-class-weight,^,,,c,,,U
 5 hs-wred-queue-policy,^,,,c,,,U
 5 hs-wrr-weight,^,,,c,,,U
 5 mbs,^,,,c,,,B
 5 rate,^,,,c,,,B
 5 stat-mode,^,,,c,,,B
 3 qos-marking-from-sap,^,,,c,,,B
 3 report-rate,^,,,c,,,B
 3 scheduler-policy,^,,,c,,,B
 4 scheduler,^,,,c,,,B
 3 use-ingress-l2tp-dscp,^,,,c,,,B
 2 host-limits,^,,,c,,,B
 3 ipv4-arp,^,,,c,,,B
 3 ipv4-dhcp,^,,,c,,,B
 3 ipv4-overall,^,,,c,,,B
 3 ipv4-ppp,^,,,c,,,B
 3 ipv6-overall,^,,,c,,,B
 3 ipv6-pd-ipoe-dhcp,^,,,c,,,B
 3 ipv6-pd-overall,^,,,c,,,B
 3 ipv6-pd-ppp-dhcp,^,,,c,,,B
 3 ipv6-wan-ipoe-dhcp,^,,,c,,,B
 3 ipv6-wan-ipoe-slaac,^,,,c,,,B
 3 ipv6-wan-overall,^,,,c,,,B
 3 ipv6-wan-ppp-dhcp,^,,,c,,,B
 3 ipv6-wan-ppp-slaac,^,,,c,,,B
 3 lac-overall,^,,,c,,,B
 3 overall,^,,,c,,,B
 3 remove-oldest,^,,,c,,,B
 2 ingress,^,,,c,,,B
 3 ip-filter,^,,,c,,,B
 3 ipv6-filter,^,,,c,,,B
 3 qos,^,,,c,,,B
 4 policer,^,,,c,,,D
 5 cbs,^,,,c,,,D
 5 mbs,^,,,c,,,D
 5 packet-byte-offset,^,,,c,,,D
 5 rate,^,,,c,,,D
 5 stat-mode,^,,,c,,,D
 4 queue,^,,,c,,,B
 5 cbs,^,,,c,,,B
 5 high-prio-only,^,,,c,,,B
 5 mbs,^,,,c,,,B
 5 rate,^,,,c,,,B
 5 stat-mode,^,,,c,,,B
 3 report-rate,^,,,c,,,B
 2 one-time-http-redirection,^,,,c,,,B
 2 pfcp-mappings,^,,,c,,,E
 3 session-qer,^,,,c,,,E
 4 downlink-mbr-gbr,^,,,c,,,E
 4 uplink-mbr-gbr,^,,,c,,,E
 2 session-limits,^,,,c,,,B
 3 ipoe,^,,,c,,,B
 3 l2tp-lns,^,,,c,,,B
 3 l2tp-lts,^,,,c,,,B
 3 l2tp-overall,^,,,c,,,B
 3 overall,^,,,c,,,B
 3 pppoe-lac,^,,,c,,,B
 3 pppoe-local,^,,,c,,,B
 3 pppoe-overall,^,,,c,,,B
  steering-profile,^,,,c,,,B
 2 access,^,,,c,,,B
 2 description,^,,,c,,,B
 2 network,^,,,c,,,B
  sub-ident-policy,^,,,c,,,B
 2 app-profile-map,^,,,c,,,D
 3 entry,^,,,c,,,D
 3 use-direct-map-as-default,^,,,c,,,D
 2 description,^,,,c,,,B
 2 primary,^,,,c,,,B
 3 script-url,^,,,c,,,B
 3 shutdown,^,,,c,,,B
 2 secondary,^,,,c,,,B
 3 script-url,^,,,c,,,B
 3 shutdown,^,,,c,,,B
 2 sla-profile-map,^,,,c,,,B
 3 entry,^,,,c,,,B
 3 use-direct-map-as-default,^,,,c,,,B
 2 strings-from-option,^,,,c,,,B
 2 sub-profile-map,^,,,c,,,B
 3 entry,^,,,c,,,B
 3 use-direct-map-as-default,^,,,c,,,B
 2 tertiary,^,,,c,,,B
 3 script-url,^,,,c,,,B
 3 shutdown,^,,,c,,,B
  sub-mcac-policy,^,,,c,,,I
 2 description,^,,,c,,,I
 2 shutdown,^,,,c,,,I
 2 unconstrained-bw,^,,,c,,,I
  sub-profile,^,,,c,,,B
 2 accounting-policy,^,,,c,,,B
 2 accu-stats-policy,^,,,c,,,B
 2 alternate-sub-profile,^,,,c,,,B
 2 ancp,^,,,c,,,B
 3 ancp-policy,^,,,c,,,B
 2 collect-stats,^,,,c,,,B
 2 control,^,,,c,,,B
 3 cups,^,,,c,,,B
 3 local,^,,,c,,,B
 2 description,^,,,c,,,B
 2 egress,^,,,c,,,B
 3 agg-rate-limit,^,,,c,,,B
 3 encap-offset,^,,,c,,,B
 3 hs-agg-rate-limit,^,,,c,,,U
 3 hs-low-burst-max-class,^,,,c,,,U
 3 lag-per-link-hash,^,,,c,,,B
 3 policer-control-policy,^,,,c,,,D
 4 max-rate,^,,,c,,,D
 4 priority-mbs-thresholds,^,,,c,,,D
 5 min-thresh-separation,^,,,c,,,D
 5 priority,^,,,c,,,D
 6 mbs-contribution,^,,,c,,,D
 3 scheduler-policy,^,,,c,,,B
 4 scheduler,^,,,c,,,B
 2 firewall-policy,^,,,c,,,E
 2 host-limits,^,,,c,,,B
 3 ipv4-arp,^,,,c,,,B
 3 ipv4-dhcp,^,,,c,,,B
 3 ipv4-overall,^,,,c,,,B
 3 ipv4-ppp,^,,,c,,,B
 3 ipv6-overall,^,,,c,,,B
 3 ipv6-pd-ipoe-dhcp,^,,,c,,,B
 3 ipv6-pd-overall,^,,,c,,,B
 3 ipv6-pd-ppp-dhcp,^,,,c,,,B
 3 ipv6-wan-ipoe-dhcp,^,,,c,,,B
 3 ipv6-wan-ipoe-slaac,^,,,c,,,B
 3 ipv6-wan-overall,^,,,c,,,B
 3 ipv6-wan-ppp-dhcp,^,,,c,,,B
 3 ipv6-wan-ppp-slaac,^,,,c,,,B
 3 lac-overall,^,,,c,,,B
 3 overall,^,,,c,,,B
 2 host-tracking-policy,^,,,c,,,B
 2 hs-sla-mode,^,,,c,,,U
 2 igmp-policy,^,,,c,,,B
 2 ingress,^,,,c,,,B
 3 policer-control-policy,^,,,c,,,D
 4 max-rate,^,,,c,,,D
 4 priority-mbs-thresholds,^,,,c,,,D
 5 min-thresh-separation,^,,,c,,,D
 5 priority,^,,,c,,,D
 6 mbs-contribution,^,,,c,,,D
 3 scheduler-policy,^,,,c,,,B
 4 scheduler,^,,,c,,,B
 2 mld-policy,^,,,c,,,B
 2 nat-access-mode,^,,,c,,,D
 2 nat-allow-bypass,^,,,c,,,D
 2 nat-policy,^,,,c,,,D
 2 nat-prefix-list,^,,,c,,,D
 2 pim-policy,^,,,c,,,B
 2 preference,^,,,c,,,B
 2 radius-accounting,^,,,c,,,B
 3 policy,^,,,c,,,B
 3 session-optimized-stop,^,,,c,,,B
 2 secondary-shaper-hashing,^,,,c,,,B
 2 session-limits,^,,,c,,,B
 3 ipoe,^,,,c,,,B
 3 l2tp-lns,^,,,c,,,B
 3 l2tp-lts,^,,,c,,,B
 3 l2tp-overall,^,,,c,,,B
 3 overall,^,,,c,,,B
 3 pppoe-lac,^,,,c,,,B
 3 pppoe-local,^,,,c,,,B
 3 pppoe-overall,^,,,c,,,B
 2 sla-profile-map,^,,,c,,,B
 3 entry,^,,,c,,,B
 3 use-direct-map-as-default,^,,,c,,,B
 2 sub-mcac-policy,^,,,c,,,I
 2 upnp-policy,^,,,c,,,D
 2 volume-stats-type,^,,,c,,,B
 2 vport-hashing,^,,,c,,,B
